vessel_name,year,vessel_type,attack_type,place,coord,latitude,longitude,distance
MFB Dahlia,2019,Fishing Vessel,Boarded,Nigeria,04:21.07N –006:52.20E,4.351944444444444,6.872222222222223,34.91801208518381
UACC Mirdif,2019,Product Tanker,Boarded,Lagos Secure,06:17.2N –003:13.8E,6.283888888888889,3.218888888888889,17.07336446920717
Maersk Roubaix,2019,Container,Boarded,Pointe Noire South,04:45.19S –011:46.77E,-4.755277777777778,11.788055555555557,7.735693635472129
Bonita,2019,Bulk Carrier,Boarded,Around 8.9nm SE of,06:14.9N –002:32.9E,6.235833333333334,2.535833333333333,17.010500438311492
Elka Aristotle,2019,Product Tanker,Boarded,Around 9nm SSE of,05:58.22N –001:15.70E,5.972777777777778,1.2694444444444444,18.04423196263615
Atlantic Laurel,2019,Bulk Carrier,Boarded,"Silos Terminal,",30:25.55N –009:38.88W,30.431944444444447,-9.657777777777778,5.875114407386753
Baltic Mantis,2019,Bulk Carrier,Boarded,Nacala Outer,14:22.51S –040:42.67E,-14.380833333333333,40.718611111111116,20.424675359189347
Name Withheld,2019,Product Tanker,Boarded,Around 118nm,04:23.59N –002:03.15E,4.3997222222222225,2.0541666666666667,200.62879820058848
Maersk Trader,2019,Offshore Tug,Boarded,Pointe Noire,04:45.9S –011:46.6E,-4.7525,11.768333333333334,9.931152279938301
River Shiner,2019,Product Tanker,Boarded,Lagos Secure,06:15.4N –003:13.0E,6.251111111111111,3.216666666666667,20.17665080523563
Name Withheld,2019,Product Tanker,Boarded,"Limboh Anchorage,",03:58.5N –009:05.4E,3.968055555555556,9.084444444444445,14.835740723869783
Name Withheld,2019,Bulk Carrier,Attempted,Taboneo,03:43.1S –114:26.3E,-3.7169444444444446,114.43416666666667,23.238531489620854
Zhe Hai 169,2019,Bulk Carrier,Attempted,Around 115nm East,07:40.8N –128:29.3E,7.6688888888888895,128.48416666666665,211.04092630809163
El Toro Yacht,2019,Austria,Attempted,Around 0.18nm SE,00:53.52S –131:14.36E,-0.8977777777777778,131.2433333333333,1.4006864433295498
SG Pegasus,2019,Chemical Tanker,Attempted,Tanjung Uban,01:06.2N –104:10.7E,1.1005555555555557,104.16861111111112,14.770804218603052
GT Equality,2019,Product Tanker,Attempted,Singapore Straits,01:12.6N –103:34.3E,1.2016666666666667,103.5675,14.207224684245393
Maersk Borneo,2019,Product Tanker,Attempted,"Belawan Port,",03:47.2N –098:41.8E,3.783888888888889,98.68555555555555,0.9638310508544734
BW Loyalty,2019,Tug Singapore,Attempted,Singapore Straits,1:10.94N –103:56.6E,1.192777777777778,103.935,6.785341870413136
Dione,2019,Bulk Carrier,Attempted,Visakhapatnam,17:36.9N –083:21.0E,17.602500000000003,83.35,10.170610866292016
Name Withheld,2019,Vehicle Carrier,Attempted,"Callao Anchorage,",12:01.66S –077:12.03W,-12.035,-77.20083333333334,7.450939392570376
Name Withheld,2019,Container,Fired upon,Around 3.6nm,02:31.8S –080:05.4W,-2.5188888888888887,-80.08444444444444,27.759185618845247
NYK Lyra,2019,Container,Attempted,Buenaventura,03:47.6N –077:14.3W,3.7849999999999997,-77.23416666666667,24.88007582766826
Arequipa Queen,2019,Bulk Carrier,Attempted,Around 52nm,00:08.0S –081:19.9W,-0.13333333333333333,-81.31916666666666,102.95561912508025
Aramon,2019,Product Tanker,Attempted,"Lagos SAA,",06:15.7N –003:12.8E,6.251944444444445,3.2022222222222223,19.47745367610867
Allegra,2019,Bulk Carrier,Fired upon,Around 45nm,03:32.8N –006:11.6E,3.5355555555555553,6.1850000000000005,86.11726042242815
Kota Satria,2019,Container,Fired upon,Around 80nm,02:59.5N –005:56.6E,2.9847222222222225,5.9350000000000005,150.68539646979946
Name Withheld,2019,Tanker,Fired upon,Around 69nm,03:07.7N –006:12.4E,3.118611111111111,6.2011111111111115,132.07202109731745
Bourbon Explorer,2019,502 Offshore Supply,Fired upon,Around 30nm,03:52.8N –007:04.5E,3.868888888888889,7.0680555555555555,65.43707967533777
Name Withheld,2019,Product Tanker,Fired upon,Around 98.54nm,02:58.25N –005:16.12E,2.9736111111111114,5.27,183.15993122676198
Joseph Wisdom,2019,LPG Tanker,Fired upon,Around 23nm,04:09.6N –008:22.5E,4.151666666666667,8.368055555555555,57.28272630126224
Cascade Spirit,2019,Tanker,Fired upon,Around 57nm,01:13.6N –006:09.6E,1.2183333333333335,6.151666666666667,104.94557295643708
RHL Clarita,2020,Bulk Carrier,Boarded,Taboneo,03:42.6S –114:25.2E,-3.7016666666666667,114.41722222222222,23.468061936499872
FSL London,2020,Chemical Tanker,Boarded,Belawan,03:56.49N –098:45.24E,3.9469444444444446,98.75666666666666,15.655324173752009
Papora Wisdom,2020,Bulk Carrier,Boarded,Singapore,01:15.5N –104:07.5E,1.2513888888888889,104.11805555555554,12.592848337353896
Crest Onyx,2020,Offshore Tug /,Boarded,Around 0.4nm,01:03.89N –103:53.98E,1.0747222222222224,103.91055555555556,6.078380774512883
New Spirit,2020,Bulk Carrier,Boarded,Singapore,01:15.6N –104:09.7E,1.2516666666666667,104.15194444444445,13.31480570112756
Swarna Jayanti,2020,Tanker,Boarded,Singapore,01:15.67N –104:10.28E,1.2686111111111111,104.17444444444445,12.745102805470303
Western Seattle,2020,Bulk Carrier,Boarded,Singapore,01:10.65N –103:25.84E,1.1847222222222222,103.44,11.935528188999449
Endeavour II,2020,Product Tanker,Boarded,General Santos,06:04.95N –125:11.96E,6.093055555555555,125.21000000000001,3.761158879974483
Kota Anggerik,2020,Container,Boarded,Belawan,03:55.50N –098:46.30E,3.9305555555555554,98.775,16.769705753945086
SAM Jaguar,2020,Bulk Carrier,Boarded,Singapore,01:10.9N –103:26.0E,1.1691666666666667,103.43333333333334,10.428517061306808
Leyla K Tanker,2020,Marshall Islands,Boarded,Around 16nm,01:42.5N –104:28.7E,1.7013888888888888,104.46861111111112,31.689799252819395
NYK Joanna,2020,Container,Boarded,Manila,14:36.06N –120:52.16E,14.601666666666667,120.8711111111111,10.417933384431922
Palais,2020,Bulk Carrier,Boarded,Singapore,01:14.70N –104:02.30E,1.2527777777777778,104.04166666666667,11.585378252411433
Horizon II,2020,Bulk Carrier,Boarded,Singapore,01:14.8N –104:03.1E,1.2355555555555555,104.05027777777778,9.939367428615572
Chem Ranger,2020,Chemical Tanker,Boarded,Singapore,01:16.7N –104:16.9E,1.2686111111111111,104.26916666666666,20.50734654196652
Name Withheld,2020,Product Tanker,Boarded,Around 29nm,01:36.7N –104:52.8E,1.6019444444444446,104.86888888888888,71.75799639820181
Vega Aquarius,2020,Bulk Carrier,Boarded,Singapore,01:15.2N –104:05.8E,1.2505555555555556,104.08555555555554,12.998142160291234
MTM Penang,2020,Product Tanker,Boarded,"Belawan Port,",03:47.3N –098:41.8E,3.7841666666666667,98.68555555555555,0.9934289468378414
Name Withheld,2020,Tanker,Boarded,Anyer,05:58.7S –105:56.0E,-5.9686111111111115,105.93333333333334,9.621002160555374
Ocean Leader,2020,Product Tanker,Boarded,Tanjung Uban,01:05.3N –104:10.8E,1.0841666666666665,104.16888888888889,13.937481178668842
Name Withheld,2020,Product Tanker,Boarded,Merak,05:53.95S –105:59.07E,-5.909722222222221,105.98527777777778,4.909589159704924
SMS Sangatta,2020,Tug Indonesia,Boarded,Singapore,01:13.3N –104:06.5E,1.2175,104.10138888888888,11.366771599473623
Red Daisy,2020,Bulk Carrier,Boarded,Muara Berau,00:16.4S –117:36.7E,-0.2677777777777778,117.60194444444444,20.707163288350607
Dubai Crown,2020,Bulk Carrier,Boarded,Muara Berau,00:15.94S –117:36.85E,-0.2761111111111111,117.6236111111111,22.539860351088983
CMA CGM Puget,2020,Container,Boarded,Manila,14:33.5N –120:53.8E,14.551388888888889,120.88555555555556,7.624905069477621
Magic Striker,2020,Bulk Carrier,Boarded,Ko Sichang,13:11.08N –100:50.80E,13.185555555555556,100.85555555555555,5.935209542496231
BW Zambesi,2020,Product Tanker,Boarded,Merak,05:54.2S –105:59.0E,-5.900555555555556,105.98333333333333,4.992036042111506
Captainyannis L,2020,Bulk Carrier,Boarded,Muara Berau,00:15.16S –117:35.54E,-0.2544444444444444,117.59833333333333,21.05438919728273
Frio Olympic,2020,Refrigerated Cargo,Boarded,Singapore,01:16.88N –104:19.10E,1.291111111111111,104.31944444444444,24.514201491077973
Wolverine,2020,Bulk Carrier,Boarded,Singapore,01:16.0N –104:12.7E,1.2666666666666666,104.20194444444445,14.802434213743505
BS Ayres,2020,Tug Singapore,Boarded,Singapore,01:12.40N –103:32.46E,1.211111111111111,103.5461111111111,11.989515619276023
Name Withheld,2020,Product Tanker,Boarded,Dumai Inner,01:42.8N –101:27.8E,1.702222222222222,101.45222222222222,2.4114084817969523
Vienna Wood N,2020,Bulk Carrier,Boarded,Batangas,13:44.1N –121:01.8E,13.73361111111111,121.01888888888888,3.747899001020077
Stolt Perseverance,2020,Chemical Tanker,Boarded,Dumai,01:42.8N –101:26.6E,1.702222222222222,101.435,2.5662172242721666
Sea Diamond,2020,Bulk Carrier,Boarded,Singapore,01:16.39N –104:16.09E,1.2774999999999999,104.26916666666666,20.01356843367035
AAL Nanjing,2020,General Cargo,Boarded,Manila OPL,14:31.87N –120:50.59E,14.540833333333333,120.84972222222221,8.24241266306474
Ela Container,2020,Liberia,Boarded,MICT,14:35.7N –120:52.0E,14.585277777777778,120.86666666666666,10.819011837010947
Uni Blossom,2020,Bulk Carrier,Steaming,Around 10nm,01:23.9N –104:27.8E,1.3858333333333333,104.45222222222222,31.121174398278
Champion Prince,2020,Product Tanker,Boarded,Around 22nm,01:31.1N –104:49.0E,1.5169444444444444,104.81666666666666,63.4220039470812
FSL New York,2020,Chemical Tanker,Boarded,Singapore,01:16.55N –104:15.06E,1.2819444444444443,104.25166666666667,18.0786973478149
Sea Journey,2020,Bulk Carrier,Boarded,Singapore,01:15.0N –104:05.8E,1.25,104.08555555555554,13.014214919417434
El Matador,2020,Bulk Carrier,Boarded,Singapore,01:15.76N –104:08.65E,1.271111111111111,104.15138888888889,11.288137054275195
SG Friendship,2020,Chemical Tanker,Boarded,Dumai,01:42.5N –101:28.2E,1.7013888888888888,101.46722222222222,2.5475509834137564
Zeno,2020,Tanker,Boarded,Singapore,01:16.57N –104:13.38E,1.2825,104.22722222222222,15.761445900473559
Asia Spring,2020,Bulk Carrier,Boarded,Singapore,01:15.0N –104:04.3E,1.25,104.0675,12.094685497887488
MTM Amsterdam,2020,Product Tanker,Boarded,Singapore,01:16.58N –104:14.57E,1.2827777777777778,104.24916666666667,17.792386350503136
Fairchem Sword,2020,Product Tanker,Boarded,Dumai,01:42.93N –101:26.48E,1.7258333333333333,101.44666666666667,5.0927043343595235
Semirio,2020,Bulk Carrier,Boarded,Singapore,01:16.4N –104:15.5E,1.2677777777777777,104.25138888888888,18.898155878997322
Vantage Rider,2020,Bulk Carrier,Boarded,Lubuk Gaung,01:44.67N –101:22.59E,1.7519444444444445,101.38305555555554,2.333662360580442
Baltic Cove,2020,Bulk Carrier,Anchored,Campha,20:57.2N –107:18.8E,20.950555555555553,107.30222222222221,7.23364314123223
Amil 59 Offshore Supply,2020,Ship Palau,Boarded,Alang,21:23.90N –072:17.14E,21.40833333333333,72.28722222222223,11.63868265313938
ASL Amber,2020,Offshore Tug,Boarded,Matarbari,21:41.72N –091:50.34E,21.703333333333333,91.84277777777777,33.915197545792445
Evimeria,2020,Offshore Supply,Boarded,Kakinada,16:58.51N –082:18.88E,16.980833333333333,82.32444444444444,9.471942867193944
Mordius,2020,Tanker,Boarded,Around 7.7nm,20:36.40N –071:03.96E,20.611111111111114,71.07666666666667,15.056512645178097
Al Barrah,2020,LPG Tanker,Boarded,Kakinada,17:03.5N –082:24.6E,17.05138888888889,82.40166666666667,17.416553647724495
Naashi,2020,Offshore Support,Boarded,Around 8nm,21:24.1N –072:20.0E,21.400277777777777,72.33333333333333,16.372989880469465
FSL Osaka,2020,Product Tanker,Boarded,Chattogram,22:16.27N –091:48.64E,22.274166666666666,91.81777777777778,7.255651907756813
Epic Bolivar,2020,LPG Tanker,Boarded,"Pussur River,",22:22.99N –089:37.37E,22.394166666666667,89.62694444444443,19.306923846896613
Bridgewater 80,2020,Offshore Tug,Boarded,Around 10nm,21:40.8N –091:42.5E,21.66888888888889,91.70138888888889,40.776059268568396
Fortunato,2020,LPG Tanker,Boarded,Cartagena,10:19.02N –075:31.41W,10.317222222222222,-75.52805555555555,9.729988837794162
Minerva,2020,Mediterranea,Boarded,"Callao Anchorage,",12:00.15S –077:10.59W,-12.004166666666666,-77.18305555555555,7.449068552279023
Iver Ambassador,2020,Asphalt Tanker,Boarded,"Echo Anchorage,",18:34.0N –072:23.2W,18.566666666666666,-72.38388888888889,3.256191349365402
Star Spirit,2020,Refrigerated,Boarded,"Callao Anchorage,",12:01.6S –077:16.4W,-12.018333333333334,-77.26777777777778,14.970183824201566
Sapura 3500,2020,Pipe Layer,Boarded,"Hokchi Field,",18:29.25N –093:17.70W,18.490277777777777,-93.30277777777778,6.266077100486642
Fouma,2020,Container,Boarded,"River Passage,",02:34.05S –080:06.68W,-2.5680555555555555,-80.11888888888889,21.14906603430742
Remas,2020,Offshore Supply,Boarded,Around 13nm NW,18:36.76N –093:19.39W,18.621111111111112,-93.3275,20.678930309496884
Name Withheld,2020,Container,Boarded,Around 7nm West,02:52.6S –080:23.2W,-2.868333333333333,-80.38388888888889,23.248660803639353
Telford 28,2020,Accomodation,Boarded,Around 12nm,18:51.94N –091:52.56W,18.87611111111111,-91.88222222222221,26.069882135845354
Port Phillip,2020,Bulk Carrier,Boarded,"Lafiteau Port,",18:41.44N –072:21.46W,18.695555555555554,-72.36277777777777,7.442353463173545
Name Withheld,2020,Product Tanker,Boarded,Port Au Prince,18:35.2N –072:33.7W,18.583888888888886,-72.55194444444444,5.448131985816801
FJ Star Bulk Carrier,2020,Panama,Boarded,Macapa,00:02.8N –050:58.6W,0.035555555555555556,-50.968333333333334,10.607777057795776
Modigliani,2020,Bulk Carrier,Boarded,Macapa,00:02.37N –050:59.08W,0.043611111111111114,-50.98555555555556,8.572587632619564
Taizhou Pioneer,2020,Bulk Carrier,Boarded,Around 6nm NW,18:35.9N –072:27.2W,18.585833333333333,-72.45055555555555,7.3375604711746485
RHL Audacia,2020,Container,Boarded,"Callao Anchorage,",12:01.49S –077:12.65W,-12.030277777777778,-77.21805555555555,9.397277003565812
Nord Neptune,2020,Bulk Carrier,Boarded,Macapa,00:01.39N –051:00.08W,0.0275,-51.00222222222222,7.246012411097211
Arsos,2020,Container,Boarded,River,02:33.6S –080:06.3W,-2.5516666666666663,-80.10083333333333,23.842783602062923
Wuchow,2020,Bulk Carrier,Boarded,"Callao Anchorage,",12:00.59S –077:13.26W,-12.016388888888889,-77.2238888888889,10.482715774412306
SSI Privilege,2020,Bulk Carrier,Boarded,Macapa,00:00.88N –051:00.04W,0.024444444444444446,-51.00111111111111,7.30130845538683
Lloyd Don,2020,Giovanni,Boarded,"Callao Anchorage,",12:01.11S –077:11.85W,-12.019722222222223,-77.20694444444445,8.639611046761475
Nord Biscay,2020,Bulk Carrier,Boarded,"Santana Port,",00:03.7S –051:10.0W,-0.051944444444444446,-51.166666666666664,1.7705658782779865
Nordic Wismar,2020,Container,Boarded,"Nacala Anchorage,",14:22.91S –040:42.55E,-14.391944444444444,40.71527777777778,19.151819736299792
Atlantic,2020,Discoverer,Boarded,Around 73nm South,05:08.3N –002:17.9E,5.134166666666667,2.285833333333333,136.7481499474469
Nord Stingray,2020,Product Tanker,Boarded,"Lagos Anchorage,",06:16.91N –003:19.53E,6.291944444444445,3.3313888888888887,17.480359128808463
Posh Kittiwake,2020,Offshore Supply,Boarded,"FOT,",04:41.2N –007:09.4E,4.683888888888889,7.151111111111112,6.77864249767184
Palawan Star,2020,Tanker,Boarded,"Lagos Anchorage,",06:15.7N –003:19.1E,6.251944444444445,3.3169444444444443,21.97744181998347
Sanco Sea,2020,Support Vessel,Boarded,"Luanda Anchorage,",08:43.4S –013:17.5E,-8.717777777777778,13.284722222222221,14.286290215552228
Name Withheld,2020,Product Tanker,Boarded,Around 75nm SSW,05:08.31N –002:06.14E,5.141944444444444,2.103888888888889,129.69289729937444
Name Withheld,2020,Offshore Supply,Boarded,Luanda Inner,08:45.8S –013:16.3E,-8.752222222222223,13.2675,10.04342812960138
UAL Lobito,2020,General Cargo,Boarded,"Takoradi Anchorage,",04:54.0N –001:41.7W,4.9,-1.6852777777777779,4.985300697497086
Name Withheld,2020,Product Tanker,Boarded,Around 45nm SSW,05:36.13N –002:20.38E,5.60361111111111,2.343888888888889,84.6412621935364
Ingrid K,2020,Offshore Tug /,Boarded,"Abidjan Anchorage,",05:16.0N –004:02.2W,5.266666666666667,-4.033888888888889,6.710027217823413
Archon,2020,Product Tanker,Boarded,"Lagos Anchorage,",06:18.80N –003:21.30E,6.322222222222222,3.3583333333333334,13.998184972912428
Maersk Taasinge,2020,Container,Anchored,Pointe Noire,04:43.1S –011:46.2E,-4.716944444444445,11.767222222222223,8.261564367747033
Name Withheld,2020,Container,Boarded,Around 62nm WNW,00:33.21N –008:25.21E,0.5558333333333334,8.4225,101.10310125475748
Tommi Ritscher,2020,Container,Boarded,"Cotonou Anchorage,",06:16.8N –002:32.4E,6.268888888888889,2.5344444444444445,13.62807287073082
Vemahope,2020,Product Tanker,Boarded,Around 127nm SW,03:29.99N –003:50.17E,3.5108333333333333,3.8380555555555556,275.2556590261192
Amerger VII,2020,Fishing Vessel,Boarded,Around 22nm WNW,00:30.50N –009:06.21E,0.5138888888888888,9.105833333333333,26.938144675822777
Amerger II,2020,Fishing Vessel,Boarded,Around 11nm West,00:55.24N –009:08.09E,0.9233333333333333,9.135833333333332,41.047532780061424
Name Withheld,2020,General Cargo,Boarded,Malabo Inner,03:47.26N –008:45.93E,3.7905555555555552,8.775833333333333,3.8995357281366654
Name Withheld,2020,Product Tanker,Boarded,"Nacala Anchorage,",14:30.1S –040:39.5E,-14.500277777777777,40.65138888888889,7.805472692755981
ESL Australia,2020,General Cargo,Boarded,Around 142nm SW,02:14.5N –005:03.7E,2.2347222222222225,5.051944444444445,265.0237968699361
Karadeniz,2020,Powership,Boarded,"Conakry Anchorage,",09:21.2N –013:47.0W,9.350555555555555,-13.783333333333333,22.941059223407123
Port Macau,2020,Bulk Carrier,Boarded,"Takoradi Anchorage,",04:53.01N –001:41.89W,4.883611111111111,-1.7080555555555557,5.642477597021885
Frederike,2020,Oldendorff,Boarded,"Nacala Anchorage,",14:23.2S –040:41.9E,-14.383888888888889,40.68583333333333,19.76999410943848
Sendje Berge,2020,FPSO,Boarded,Around 33nm SSW,03:51.01N –006:58.08E,3.850277777777778,6.968888888888889,70.16947504085081
Name Withheld,2020,General Cargo,Boarded,Around 150nm South,03:49.3N –002:25.0E,3.8175,2.4166666666666665,276.0640083622361
BBC Danube,2020,General Cargo,Boarded,"Luanda Anchorage,",08:41.98S –013:18.45E,-8.710555555555556,13.3125,16.401467476349982
Maersk Venturer,2020,Drilling Ship,Boarded,Around 13nm SE of,04:43.80N –001:35.42W,4.738888888888889,-1.5950000000000002,25.3455144952566
Name Withheld,2020,Fishing Vessel,Hijacked,Around 82nm SSE of,04:34.15N –001:31.07E,4.570833333333333,1.5186111111111111,151.8638744550952
Nord Steady,2020,Product Tanker,Boarded,"BMC Pier, Monrovia,",06:21.06N –010:47.78W,6.351666666666667,-10.805,5.724575423069897
Basat,2020,Product Tanker,Boarded,Apapa Bulk Terminal,06:26.7N –003:22.8E,6.435277777777778,3.368888888888889,1.8521509319821774
Amano-T,2020,Bulk Carrier,Boarded,"Conakry Anchorage,",09:22.4N –013:44.2W,9.367777777777778,-13.733888888888888,19.176103409449798
Methane Princess,2020,LNG Tanker,Boarded,"LNG Terminal,",03:46.96N –008:41.88E,3.7933333333333334,8.707777777777778,9.197604113763637
PTI Nile,2020,Chemical Tanker,Boarded,Around 112nm SSE,04:16.19N –001:24.31E,4.271944444444444,1.408611111111111,177.683972698249
Maersk Rubicon,2020,Container,Boarded,Pointe Noire,04:46.50S –011:45.55E,-4.780555555555556,11.765277777777778,10.611976462297775
Errina,2020,Product Tanker,Boarded,Around 105nm South,04:38.63N –003:28.44E,4.650833333333333,3.478888888888889,198.74699792825191
Team Hope,2020,Bulk Carrier,Boarded,"Nacala Anchorage,",14:22.9S –040:42.1E,-14.369166666666667,40.70027777777778,21.45903495396869
Nefeli II,2020,Product Tanker,Boarded,Around 96nm SSW,02:43.92N –006:02.81E,2.7422222222222223,6.055833333333333,174.83153398542052
BSL Cape Town,2020,Container,Boarded,"Takoradi Anchorage,",04:53.2N –001:42.6W,4.8838888888888885,-1.7016666666666667,5.7459648977229225
Name Withheld,2020,Heavy Load,Boarded,Around 78nm NW of,01:11.32N –005:33.26E,1.1922222222222223,5.557222222222222,142.61852862956226
AM Delta,2020,General Cargo,Boarded,Around 45nm SSW,03:32.7N –006:09.4E,3.5352777777777775,6.151111111111112,86.50066656543534
Name Withheld,2020,Bulk Carrier,Boarded,"Monrovia Port,",06:20.65N –010:47.75W,6.351388888888889,-10.804166666666667,5.6804548331260545
Milan,2020,General Cargo,Boarded,Around 10nm SW of,04:28.15N –005:31.17E,4.470833333333333,5.521388888888889,71.01249031499576
Resilience,2020,Bulk Carrier,Boarded,"Takoradi Anchorage,",04:53.27N –001:41.61W,4.890833333333333,-1.7002777777777778,5.051853312999533
Name Withheld,2020,Product Tanker,Boarded,Around 56nm SSE of,04:54.3N –001:10.7E,4.900833333333334,1.1686111111111113,103.32406411224548
New Ranger,2020,Product Tanker,Boarded,Around 198nm SSW,03:07.5N –002:53.0E,3.118055555555556,2.8833333333333333,360.4545505817913
Name Withheld,2020,General Cargo,Boarded,Around 51nm WSW,04:37.42N –004:38.12E,4.628333333333334,4.636666666666666,125.57742097211586
New Ranger,2020,Product Tanker,Boarded,Around 165nm SSW,02:00.3N –004:45.7E,2.0008333333333335,4.751944444444445,269.1541878467484
Maersk Cadiz,2020,Container,Boarded,Around 100nm South,02:36.8N –006:10.9E,2.602222222222222,6.169166666666667,175.15831008400124
Blue Ivy,2020,General Cargo,Boarded,"Takoradi Anchorage,",04:53.51N –001:41.87W,4.8975,-1.7075,4.134979335173866
Seamax Darien,2020,Container,Boarded,"Umm Qasr Port,",30:03.16N –047:56.13E,30.054444444444446,47.93694444444444,2.630113561627785
Global Phenix,2020,LPG Tanker,Attempted,Around 23nm SE,03:27.5N –108:40.9E,3.4513888888888893,108.66916666666667,49.87125463957601
Pacific Sapphire,2020,Chemical Tanker,Attempted,"BBTI Terminal,",13:46.63N –120:58.61E,13.784166666666668,120.98361111111112,0.667190616504769
Global Tomorrow,2020,Bulk Carrier,Attempted,Callao,12:01.8S –077:12.3W,-12.01888888888889,-77.20083333333334,8.077718346972702
Sapura 3500,2020,Pipe Layer,Fired upon,"HSP Platform,",18:37.5N –093:19.7W,18.618055555555557,-93.31861111111111,20.298182733444413
Name Withheld,2020,Container,Fired upon,Around 4nm,02:46.2S –080:14.7W,-2.7672222222222222,-80.23527777777778,6.546880832628498
Maria Topic,2020,Bulk Carrier,Attempted,Callao,12:01.4S –077:10.8W,-12.017777777777779,-77.16888888888889,5.293470073380999
Boracay Island,2020,General Cargo,Attempted,Callao,12:01.97S –077:11.5W,-12.043611111111112,-77.18472222222222,5.537527092436773
Lagertha,2020,Product Tanker,Fired upon,Around 52nm SW of,03:38.0N –006:40.2E,3.6333333333333333,6.667222222222223,88.76115155476744
Ostria,2020,Product Tanker,Attempted,Around 63nm SSE of,05:23.43N –003:44.52E,5.395277777777778,3.747777777777778,117.06566538575268
MSC Grace,2020,Container,Fired upon,Around 19nm SW of,04:05.62N –005:44.52E,4.100555555555555,5.747777777777777,59.545609752686595
Name Withheld,2020,Tanker,Attempted,Lagos Secure,06:17.53N –003:14.16E,6.298055555555555,3.2377777777777776,16.983424693382858
Name Withheld,2020,Container,Fired upon,Around 130nm SW,02:49.3N –004:40.5E,2.8175,4.668055555555556,240.53881301442226
Sea Emperor,2020,Product Tanker,Attempted,Around 48.24nm,08:10.4S –012:41.6E,-8.167777777777777,12.685,58.600067899644685
Name Withheld,2020,Product Tanker,Attempted,Around 49nm SE of,05:22.2N –001:36.0E,5.367222222222222,1.6,91.08709171954955
Bourbon Horus,2020,Offshore Supply,Attempted,"Soyo Anchorage,",06:04.53S –012:18.50E,-6.081388888888888,12.31388888888889,8.494202803586099
Scarabe,2020,Bulk Carrier,Attempted,Around 75nm SSW,03:07.7N –005:35.8E,3.118611111111111,5.585555555555556,150.7425790431966
Pyxis Theta,2020,Product Tanker,Attempted,Around 21nm SSW,05:59.8N –002:21.2E,5.985555555555556,2.3505555555555557,42.66604391707165
Lana,2020,Container,Fired upon,Around 97nm South,02:45.6N –006:54.9E,2.7516666666666665,6.902500000000001,135.76875944955725
Rio Charleston,2020,Container,Attempted,Around 95nm SW of,03:14.3N –004:43.0E,3.234166666666667,4.716666666666667,207.07330053341795
Name Withheld,2020,Product Tanker,Attempted,"Conakry Anchorage,",09:16.15N –013:46.51W,9.270833333333334,-13.780833333333334,30.95383493852717
Ocean,2020,Intervention III,Attempted,"Luanda Anchorage,",08:44.43S –013:17.75E,-8.745277777777776,13.304166666666667,12.710612556149925
Wesley,2020,Product Tanker,Attempted,Around 87nm SW of,03:35.9N –004:36.3E,3.5858333333333334,4.600833333333333,199.06953532246956
La Boheme,2020,Product Tanker,Fired upon,Around 95nm South,04:45.42N –002:26.83E,4.761666666666667,2.456388888888889,177.39420466327934
Minerva Evropi,2020,Tanker,Fired upon,Around 200nm SW,02:34.13N –002:53.70E,2.5702777777777777,2.9027777777777777,417.9565466700282
Athenia,2021,Product Tanker,Boarded,Malacca Straits,01:15.42N —103:23.94E,1.26166666666667,103.409444444444,7.74990918333288
Name Withheld,2021,Bulk Carrier,Boarded,Muara Berau,00:15.8S —117:34.3E,-0.252222222222222,117.5675,18.3229679840745
Ark Royal,2021,Bulk Carrier,Boarde,Singapore,01:16.49N —104:15.60E,1.28027777777778,104.266666666667,19.6218924264168
Elvia,2021,Bulk Carrier,Boarded,Singapore,01:16.15N —104:16.72E,1.27083333333333,104.286666666667,22.0766494721994
Vantage Wave,2021,General Cargo,Boarded,Singapore,01:16.87N —104:18.71E,1.29083333333333,104.319722222222,24.5536020136644
Kota Nebula,2021,Container,Boarded,"Makar Wharf,",06:05.57N —125:09.42E,6.09916666666667,125.161666666667,1.86882008636145
Surya Aki,2021,LNG Tanker,Boarded,Belawan,03:56.3N —098:45.6E,3.93416666666667,98.7516666666667,14.5227697874879
ALS Juventus,2021,Container,Boarded,Tanjung Priok,06:05.84S —106:53.65E,-6.10666666666667,106.901388888889,9.24731259117521
Danum 50,2021,Tug,Boarded,Singapore,01:06.38N —103:44.68E,1.11055555555556,103.752222222222,16.1075215249683
African Queen,2021,Bulk Carrier,Boarded,Singapore,01:17.0N —104:18.1E,1.28333333333333,104.300277777778,22.8413015947315
Baltic North,2021,Container,Boarded,Jakarta,06:00.4S —106:53.7E,-6.00111111111111,106.885277777778,20.5977245618932
POSH Falcon,2021,Tug,Boarded,Singapore,01:12.47N —103:32.71E,1.21305555555556,103.553055555556,12.2378311843849
Pantazis,2021,Bulk Carrier,Boarded,Singapore,01:15.50N —104:12.04E,1.26388888888889,104.201111111111,14.9679839571095
Henry Maersk,2021,Product Tanker,Boarded,"MOT Terminal,",05:47.2N —118:01.6E,5.78388888888889,118.018333333333,12.6324676381762
Name Withheld,2021,Product Tanker,Boarded,Singapore,01:16.03N —104:12.08E,1.2675,104.202222222222,14.7558757413942
Toanna,2021,Bulk Carrier,Boarded,Singapore,01:16.4N —104:14.3E,1.26777777777778,104.234166666667,17.3569443167761
